Ann ee,situation,Genre,Secteur disciplinaire,% emplois ext erieurs à la r egion de l’universit e
2015,30 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,48
2015,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,45
2013,18 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,49
2014,18 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,54
2018,30 mois après le diplôme,femmes,Sciences de la vie et de la terre,50
2018,18 mois après le diplôme,hommes,Sciences de la vie,51
2016,18 mois après le diplôme,femmes et hommes,Sciences de la vie,56
2015,30 mois après le diplôme,hommes,Sciences de la vie,54
2015,18 mois après le diplôme,hommes,Sciences de la vie,54
2011,30 mois après le diplôme,femmes et hommes,Sciences de la vie,55
2013,30 mois après le diplôme,hommes,Sciences de la vie,53
2018,30 mois après le diplôme,femmes et hommes,Sciences de la vie,50
2017,18 mois après le diplôme,femmes,Sciences de la vie,50
2017,18 mois après le diplôme,femmes et hommes,Sciences de la vie,50
2014,30 mois après le diplôme,hommes,Sciences de l'univers,60
2016,18 mois après le diplôme,hommes,Sciences de l'univers,51
2016,18 mois après le diplôme,femmes et hommes,Sciences de l'univers,51
2011,30 mois après le diplôme,femmes et hommes,Sciences de l'univers,61
2017,18 mois après le diplôme,hommes,Sciences de l'univers,60
2014,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,44
2016,18 mois après le diplôme,femmes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,60
2015,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,50
2015,18 mois après le diplôme,femmes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,45
2012,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,46
2012,30 mois après le diplôme,femmes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,46
2017,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,69
2013,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,50
2014,30 mois après le diplôme,femmes et hommes,Sciences fondamentales,53
2015,18 mois après le diplôme,femmes et hommes,Sciences fondamentales,51
2018,30 mois après le diplôme,femmes et hommes,Sciences fondamentales,52
2013,30 mois après le diplôme,femmes et hommes,Sciences fondamentales,51
2014,18 mois après le diplôme,femmes,Chimie,54
2018,18 mois après le diplôme,femmes et hommes,Chimie,55
2018,18 mois après le diplôme,femmes,Chimie,55
2012,30 mois après le diplôme,hommes,Chimie,63
2017,30 mois après le diplôme,hommes,Chimie,53
2012,30 mois après le diplôme,femmes et hommes,Chimie,63
2018,30 mois après le diplôme,hommes,Chimie,55
2015,30 mois après le diplôme,femmes,Chimie,51
2013,30 mois après le diplôme,hommes,Chimie,48
2014,18 mois après le diplôme,femmes,Physique,56
2018,18 mois après le diplôme,femmes,Physique,62
2016,18 mois après le diplôme,hommes,Physique,46
2016,30 mois après le diplôme,hommes,Physique,46
2016,18 mois après le diplôme,femmes et hommes,Physique,50
2015,18 mois après le diplôme,femmes,Physique,49
2012,30 mois après le diplôme,femmes et hommes,Physique,55
2012,30 mois après le diplôme,femmes,Physique,53
2013,30 mois après le diplôme,femmes,Physique,43
2014,18 mois après le diplôme,femmes et hommes,Physique et chimie,75
2016,30 mois après le diplôme,femmes et hommes,Physique et chimie,70
2017,18 mois après le diplôme,femmes et hommes,Physique et chimie,59
2018,18 mois après le diplôme,hommes,Math ematiques,48
2016,30 mois après le diplôme,hommes,Math ematiques,43
2015,30 mois après le diplôme,hommes,Math ematiques,53
2015,18 mois après le diplôme,femmes,Math ematiques,44
2011,30 mois après le diplôme,femmes et hommes,Math ematiques,40
2012,30 mois après le diplôme,femmes,Math ematiques,40
2016,30 mois après le diplôme,femmes,Math ematiques,50
2013,18 mois après le diplôme,femmes,Math ematiques,41
2013,30 mois après le diplôme,femmes,Math ematiques,41
2014,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,63
2016,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,56
2016,18 mois après le diplôme,femmes,Math ematiques appliqu ees et sciences sociales,59
2012,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,69
2017,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,52
2014,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,51
2016,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,47
2014,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,48
2014,30 mois après le diplôme,hommes, electronique  g enie  electrique,48
2015,30 mois après le diplôme,hommes, electronique  g enie  electrique,46
2018,30 mois après le diplôme,femmes et hommes,G enie civil,48
2014,18 mois après le diplôme,femmes et hommes,G enie civil,62
2016,18 mois après le diplôme,hommes,G enie civil,52
